[2016-04-13 13:08:11,407][DEBUG][com.jzctb.mis.action.EncryptAction.validate(EncryptAction.java:28)] - 请输入要加密或解密的源字符串
[2016-04-18 09:16:58,003][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:16:58,003][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sid]
[2016-04-18 09:16:58,003][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:16:58,003][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sid desc]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:16:58,018][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:16:58,098][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [1015]
[2016-04-18 09:16:58,099][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [724]
[2016-04-18 09:16:58,100][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [676]
[2016-04-18 09:16:58,100][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [483]
[2016-04-18 09:16:58,100][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [341]
[2016-04-18 09:17:13,871][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:17:13,871][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sid]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sid desc]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:17:13,874][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:17:13,890][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:17:13,956][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [1015]
[2016-04-18 09:17:13,956][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [724]
[2016-04-18 09:17:13,956][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [676]
[2016-04-18 09:17:13,956][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [483]
[2016-04-18 09:17:13,956][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [341]
[2016-04-18 09:17:14,824][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:17:14,824][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sid]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sid desc]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:17:14,828][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:17:14,906][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [1015]
[2016-04-18 09:17:14,906][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [724]
[2016-04-18 09:17:14,920][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [676]
[2016-04-18 09:17:14,921][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [483]
[2016-04-18 09:17:14,922][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:37)] - sid = [341]
[2016-04-18 09:21:08,642][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:08,649][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:11,638][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/Session.do]
[2016-04-18 09:21:11,641][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:17,736][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:17,736][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:17,739][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:17,739][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[]
[2016-04-18 09:21:17,739][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[]
[2016-04-18 09:21:17,739][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:17,739][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:17,755][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:17,755][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) ]
[2016-04-18 09:21:17,755][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:17,755][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:17,755][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:19,227][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:19,227][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:19,235][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:19,235][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sid]
[2016-04-18 09:21:19,235][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[asc]
[2016-04-18 09:21:19,235][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:19,235][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:19,235][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:19,237][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:19,238][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sid asc]
[2016-04-18 09:21:19,238][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:19,240][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:19,241][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:20,390][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:20,390][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sid]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sid desc]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:20,393][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:21,507][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:21,507][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sql_id]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[asc]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sql_id asc]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:21,521][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:22,209][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:22,209][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sql_id]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sql_id desc]
[2016-04-18 09:21:22,209][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:22,225][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:22,225][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:22,964][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:22,964][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sql_id]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[asc]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sql_id asc]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:22,976][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:23,827][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:23,827][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sql_id]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sql_id desc]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:23,827][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:23,842][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:24,596][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:24,596][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:24,609][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:24,609][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sql_id]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[asc]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.db.MisDao.getSql(MisDao.java:34)] - sqlId = [session]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.db.SessionDao.Search(SessionDao.java:28)] - SQL = [	select *
	  from (select sid,serial#,sql_id,username,
             case
               when status = 'active' then
                last_call_et
               else
                null
             end "seconds in wait",
             b.command_name "command",
             machine,osuser,status,module,action,resource_consumer_group,
             client_info,client_identifier
        from gv$session a
        left join v$sqlcommand b
          on a.command = b.command_type
       order by 3) t
 where username like upper(?) order by sql_id asc]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:55)] - dbname = [test1]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.encrypt.DESUtil.decryptStr(DESUtil.java:121)] - hex = [B2BA1280C6AB7E7F150736C6D048CD46]
[2016-04-18 09:21:24,610][DEBUG][com.jzctb.mis.db.ConnectManager.getConnection(ConnectManager.java:73)] - dburl=[jdbc:oracle:thin:@188.177.155.26:1521/test1] username=[system] passwd=[********]
[2016-04-18 09:21:25,413][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:45)] - servletRequest.getRequestURI() = [/mis/admin/SessionSearch.do]
[2016-04-18 09:21:25,413][INFO ][com.jzctb.mis.filter.LoginFilter.doFilter(LoginFilter.java:48)] - servletRequest.getContextPath() = [/mis]
[2016-04-18 09:21:25,413][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageNum=[]
[2016-04-18 09:21:25,413][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderField=[sql_id]
[2016-04-18 09:21:25,413][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: orderDirection=[desc]
[2016-04-18 09:21:25,413][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: pageSize=[20]
[2016-04-18 09:21:25,413][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: dbName=[test1]
[2016-04-18 09:21:25,413][DEBUG][com.jzctb.mis.action.MisAction.getRequestParams(MisAction.java:120)] - params: username=[misdb]
